,B,C,E,E_se,M,M_se,S,T,X,type
15,0.659536675,0.0220083653,-1.894378125,0.0006304987,0.7431796875,0.6270603282,0.1719121004,1.7,0.231296856,"2D, 4x4x1 spins"
16,0.6567060787,0.025952831,-1.85705,0.000724947,0.7448421875,0.6091130515,0.2027104423,1.8,0.2061215053,"2D, 4x4x1 spins"
17,0.6509631608,0.0326474243,-1.8091890625,0.0008582611,0.1447578125,0.9368883734,0.2400613674,1.9,0.4619788548,"2D, 4x4x1 spins"
18,0.6459126055,0.03663178,-1.76579375,0.0009569745,0.025140625,0.9349729377,0.2721882343,2,0.4370871971,"2D, 4x4x1 spins"
19,0.6380779656,0.0417683781,-1.6992296875,0.0010729623,0.1236546875,0.9072102384,0.3190608219,2.1,0.391919246,"2D, 4x4x1 spins"
20,0.6234669248,0.048111737,-1.599334375,0.0012063951,0.1723835938,0.8666803191,0.386128942,2.2,0.341424898,"2D, 4x4x1 spins"
21,0.6178376989,0.0472398097,-1.561159375,0.0012497504,0.091296875,0.8668470828,0.4106187616,2.3,0.3267060283,"2D, 4x4x1 spins"
22,0.5999169235,0.0506792721,-1.4620921875,0.0013507277,0.0442046875,0.8378988371,0.471464919,2.4,0.2925310255,"2D, 4x4x1 spins"
23,0.5769114588,0.0519333635,-1.36424375,0.0014243103,0.0323242188,0.8028611972,0.5291074801,2.5,0.2578344408,"2D, 4x4x1 spins"
24,0.5624219912,0.0502270928,-1.30459375,0.0014567457,0.1383171875,0.7697065924,0.5628682087,2.6,0.2278647071,"2D, 4x4x1 spins"
25,0.5374531891,0.0471247282,-1.20451875,0.0014653102,0.0624617188,0.7417779781,0.6173697644,2.7,0.2037905811,"2D, 4x4x1 spins"
26,0.5285129426,0.0446908095,-1.1641390625,0.0014798187,0.01920625,0.7307664446,0.6385606151,2.8,0.1907212845,"2D, 4x4x1 spins"
27,0.5056274307,0.040874122,-1.0875390625,0.0014657624,0.021565625,0.7003015268,0.6773481464,2.9,0.1691111133,"2D, 4x4x1 spins"
28,0.4777778604,0.0369212526,-1.0119625,0.0014411223,0.0370671875,0.666553525,0.7143194222,3,0.1480978672,"2D, 4x4x1 spins"
29,0.4613913984,0.0343254938,-0.9613765625,0.0014358579,0.0081140625,0.6483512607,0.7382537499,3.1,0.1355997927,"2D, 4x4x1 spins"
30,0.4529132517,0.0318207051,-0.9221421875,0.0014270732,0.0157585938,0.6355638542,0.7562275604,3.2,0.1262316915,"2D, 4x4x1 spins"
31,0.4150563972,0.028584666,-0.8571109375,0.0013948319,0.0154203125,0.6035339507,0.7851021675,3.3,0.1103797665,"2D, 4x4x1 spins"
32,0.3942393177,0.0259890147,-0.8099234375,0.0013702985,0.0158992188,0.5832732328,0.8054282394,3.4,0.1000610777,"2D, 4x4x1 spins"
33,0.3800935907,0.0237530848,-0.7827171875,0.0013485573,0.0064804688,0.5699409711,0.8168075345,3.5,0.0928093459,"2D, 4x4x1 spins"
34,0.3633108895,0.0216060327,-0.7405484375,0.0013229133,0.0151796875,0.552116884,0.8339480182,3.6,0.0846758482,"2D, 4x4x1 spins"
35,0.3396039046,0.0191464732,-0.7022046875,0.0012799337,0.0018976563,0.5319447777,0.8491065718,3.7,0.0764770937,"2D, 4x4x1 spins"
36,0.3335526048,0.0182236013,-0.6808984375,0.0012824548,0.0041,0.5258887442,0.8573049416,3.8,0.0727786766,"2D, 4x4x1 spins"
37,0.3091195209,0.0159059107,-0.6379,0.0012296606,0.0172671875,0.502230463,0.8734202915,3.9,0.0646757533,"2D, 4x4x1 spins"
38,0.2873972274,0.0150202993,-0.613534375,0.0012255771,0.00759375,0.4913694104,0.8823210003,4,0.0603609744,"2D, 4x4x1 spins"
39,0.2096123956,0.007419074,-0.456675,0.001076679,0.0096632813,0.4186166764,0.9332385548,5,0.0350479844,"2D, 4x4x1 spins"
40,0.146997452,0.0045431761,-0.367121875,0.0010110495,0.0045421875,0.3763814053,0.9569248272,6,0.0236104937,"2D, 4x4x1 spins"
41,0.1457170491,0.0030872372,-0.3118875,0.000972354,0.0065304688,0.3545235434,0.9692572399,7,0.0179552775,"2D, 4x4x1 spins"
42,0.1068016201,0.0021846794,-0.2597453125,0.000934814,0.0039492188,0.3299404086,0.9793320535,8,0.0136075842,"2D, 4x4x1 spins"
43,0.1102747695,0.0017079308,-0.2228109375,0.0009298631,0.0056976563,0.3200617274,0.9856226485,9,0.0113821677,"2D, 4x4x1 spins"
44,0.1010991437,0.0013869682,-0.2051515625,0.0009310535,0.006621875,0.3157624985,0.9883118972,10,0.0099705955,"2D, 4x4x1 spins"
45,0.0777881799,0.0005763864,-0.1381015625,0.0009003046,0.0070742188,0.2882474224,0.9963729557,15,0.0055391051,"2D, 4x4x1 spins"
46,0.0752559877,0.0003154028,-0.095003125,0.000887982,4.765625E-005,0.2758844047,1,20,0.0038056102,"2D, 4x4x1 spins"
0,0.6666666666666667,0.0,-2.0,0.0,1.0,0.0,0.03151130533503374,0.2,0.0,"2D, 6x6x1 spins"
1,0.6666666666666667,0.0,-2.0,0.0,1.0,0.0,0.03151130533503374,0.30000000000000004,0.0,"2D, 6x6x1 spins"
2,0.6666666666666667,0.0,-2.0,0.0,1.0,0.0,0.03151130533503374,0.4000000000000001,0.0,"2D, 6x6x1 spins"
3,0.6666666666666667,0.0,-2.0,0.0,1.0,0.0,0.03151130533503438,0.5000000000000001,0.0,"2D, 6x6x1 spins"
4,0.6666666666666667,0.0,-2.0,0.0,1.0,0.0,0.03151130533503438,0.6000000000000001,0.0,"2D, 6x6x1 spins"
5,0.666665186831706,3.833819430835885e-05,-1.9999154320987655,7.223758523438676e-06,0.9999788580246913,0.0010835622735650638,0.031700123667472616,0.7000000000000002,1.6772960009907e-06,"2D, 6x6x1 spins"
6,0.66666232688466,8.606633659122076e-05,-1.999751851851852,1.2369609760487253e-05,0.9999379629629629,0.0018554388870692662,0.03201619028936006,0.8000000000000003,4.303316829561046e-06,"2D, 6x6x1 spins"
7,0.6666488338459,0.0002650753186854232,-1.9990552469135803,2.442173465926501e-05,0.9997595679012345,0.0037739374568899514,0.033202635034384934,0.9000000000000001,1.582511547612999e-05,"2D, 6x6x1 spins"
8,0.6666176401812394,0.0006018713777434839,-1.997300925925926,4.088850183436069e-05,0.9993182098765432,0.006242815707790741,0.03587419356723516,1.0000000000000002,3.8972747961438796e-05,"2D, 6x6x1 spins"
9,0.6665353136568348,0.0012508267410354945,-1.993451851851852,6.483964324119339e-05,0.9983083333333335,0.010252390692794313,0.04117482273324864,1.1000000000000003,9.55559226524504e-05,"2D, 6x6x1 spins"
10,0.666424146629733,0.0018931651425087624,-1.9886518518518517,8.702115607863261e-05,0.9970493827160494,0.013991140750818754,0.047207911086058145,1.2000000000000004,0.00016312668292435092,"2D, 6x6x1 spins"
11,0.6662147072149822,0.0028155003110882917,-1.980507098765432,0.00011496628422408754,0.9948192901234568,0.019122199938747822,0.05662329160452172,1.3000000000000003,0.0002812757926903439,"2D, 6x6x1 spins"
12,0.6658353684899881,0.00413477069739361,-1.9667429012345679,0.00015003863464013533,0.9910118827160493,0.026464331977805747,0.0713527852042204,1.4000000000000004,0.0005002577621653656,"2D, 6x6x1 spins"
13,0.6652936020408835,0.005623828908025533,-1.9509512345679012,0.00018748074117452536,0.9864422839506174,0.03358702425565711,0.08708359988121472,1.5000000000000004,0.0007520587989000658,"2D, 6x6x1 spins"
14,0.6643500249739607,0.007367724630771258,-1.9281836419753087,0.00022889485363631517,0.9795274691358026,0.04505895733805966,0.10829708906279224,1.6000000000000003,0.0012689435227456751,"2D, 6x6x1 spins"
15,0.6633156904271946,0.008922268868277149,-1.9030842592592592,0.0002676306983695157,0.9718862654320988,0.0532989886842477,0.13026317204323387,1.7000000000000004,0.0016710483498609198,"2D, 6x6x1 spins"
16,0.6595551059789828,0.012911091582808575,-1.8597225308641976,0.0003408814266331673,0.3188199074074074,0.9043979953121758,0.16603966335365103,1.8000000000000005,0.4544087410692679,"2D, 6x6x1 spins"
17,0.6563106048270411,0.015474456616491881,-1.8082524691358026,0.000393922382231925,0.3748733024691358,0.8650755050999116,0.20620716779755094,1.9000000000000006,0.39387138395993,"2D, 6x6x1 spins"
18,0.6522174177931881,0.01782484049601812,-1.753917901234568,0.00044503295770090625,0.07048996913580247,0.9224940659800368,0.24643269746515992,2.000000000000001,0.42549765088419,"2D, 6x6x1 spins"
19,0.6415538450571316,0.02271161226250266,-1.6730966049382716,0.0005274637646734602,0.39303395061728397,0.8043710317601405,0.3033448381551629,2.1000000000000005,0.30810131273089175,"2D, 6x6x1 spins"
20,0.6259968515809327,0.02618048103431117,-1.582083950617284,0.0005932815524902029,0.0595104938271605,0.8565041016590295,0.3644492831445818,2.200000000000001,0.3334542164357912,"2D, 6x6x1 spins"
21,0.6071353076637194,0.027545424315169757,-1.48101512345679,0.00063621209643282,0.0042211419753086414,0.8167966675727534,0.42928641069379975,2.3000000000000007,0.2900681722425891,"2D, 6x6x1 spins"
22,0.587825252135287,0.028506626847776835,-1.3957765432098765,0.0006753571621957838,0.1379391975308642,0.7686734382051325,0.4816391644953215,2.400000000000001,0.24619118941754142,"2D, 6x6x1 spins"
23,0.5553200638490234,0.027965598757369294,-1.2843293209876543,0.000696789219182399,0.10492685185185185,0.7217684299413824,0.5472927760471687,2.500000000000001,0.20837986658401916,"2D, 6x6x1 spins"
24,0.509770393447283,0.02638759845648572,-1.173724074074074,0.0007039189131562745,0.05907345679012346,0.670418650467683,0.6098931737559734,2.600000000000001,0.17286967957496505,"2D, 6x6x1 spins"
25,0.4759175133355561,0.023130032987551754,-1.0732083333333333,0.0006843861987693008,0.0007174382716049383,0.6239565429725584,0.6646347600593295,2.700000000000001,0.14419324722898738,"2D, 6x6x1 spins"
26,0.4525417374692995,0.02069243593111611,-1.02058487654321,0.0006712946619457593,0.055445061728395056,0.5952292368861456,0.6922510167260294,2.800000000000001,0.12653494444430827,"2D, 6x6x1 spins"
27,0.3896052561095895,0.018412157378353698,-0.943250925925926,0.0006558427015036199,0.024520370370370373,0.5499930194063808,0.7314101946923516,2.9000000000000012,0.10430769703301637,"2D, 6x6x1 spins"
28,0.36702278244497766,0.015620429324628694,-0.885667901234568,0.0006249094477368439,0.01868348765432099,0.5196300351675149,0.7595792171379546,3.000000000000001,0.09000512448273093,"2D, 6x6x1 spins"
29,0.34124584702124583,0.013759280634106776,-0.8363864197530864,0.0006060506354696476,0.03917808641975309,0.4918201323299632,0.7828963520057003,3.100000000000001,0.07802807824679435,"2D, 6x6x1 spins"
30,0.300735948021181,0.011993792773913792,-0.7913641975308642,0.000584087082459545,0.013880864197530865,0.4640642825857408,0.8035216555035704,3.200000000000001,0.0672986432411932,"2D, 6x6x1 spins"
31,0.2902348241105547,0.01042415105558606,-0.7536632716049383,0.0005615438053724394,0.0003751543209876543,0.44447818722216265,0.8202612910460259,3.300000000000001,0.059866926944333286,"2D, 6x6x1 spins"
32,0.27852258174604394,0.009136362627193343,-0.7170265432098765,0.0005416452440633628,0.0047638888888888896,0.4278950546461571,0.8360426055147726,3.4000000000000012,0.05385122876195227,"2D, 6x6x1 spins"
33,0.23555983983520057,0.008165892673147443,-0.6797435185185186,0.000527131817569828,0.012982098765432099,0.40264791532114963,0.8516366156129987,3.5000000000000013,0.04632152677499074,"2D, 6x6x1 spins"
34,0.20798032536478273,0.0072703825001196615,-0.6520891975308643,0.0005115999384720228,0.0156695987654321,0.38442916416634676,0.8628773670975657,3.6000000000000014,0.04105160618378775,"2D, 6x6x1 spins"
35,0.2009094014155841,0.006807982614684251,-0.6356861111111111,0.0005088154568543289,0.0009993827160493826,0.37832802501618956,0.8693620501103763,3.7000000000000015,0.03868434986828392,"2D, 6x6x1 spins"
36,0.20308049980606824,0.006272898510498475,-0.6136101851851852,0.0005016110326438929,0.0043563271604938275,0.37077109634406274,0.8778565812776145,3.8000000000000016,0.03617663312741532,"2D, 6x6x1 spins"
37,0.15751139990731788,0.005631515111403061,-0.5754533950617283,0.0004877829172690308,0.011454629629629629,0.34777148945992226,0.8921573340283774,3.9000000000000012,0.03101154073876225,"2D, 6x6x1 spins"
38,0.1602735996119452,0.005225301729532224,-0.5648595679012346,0.00048190899298978157,0.013239506172839506,0.34437034762996,0.8960272356013577,4.000000000000001,0.029647734081694865,"2D, 6x6x1 spins"
39,0.1062790192173031,0.002878359912193263,-0.4295561728395062,0.0004470868598540377,0.008607561728395061,0.2870717590786592,0.9399475814423317,5.0,0.01648203897210315,"2D, 6x6x1 spins"
40,0.08188661884113335,0.0017789182776063097,-0.3533648148148148,0.000421772832109857,0.00905817901234568,0.254946210894027,0.9600997454121484,6.0,0.010832928408203619,"2D, 6x6x1 spins"
41,0.07936632111828856,0.0012619622689248316,-0.3010182098765432,0.0004144485055296726,0.0028859567901234565,0.23603552775328795,0.9717873934546916,7.0,0.007958967194539025,"2D, 6x6x1 spins"
42,0.04662719624261491,0.0009555178094933604,-0.25889938271604934,0.00041215325385198285,0.0013276234567901235,0.22405780114229376,0.9799255126161877,8.0,0.006275237281589956,"2D, 6x6x1 spins"
43,0.04804394081579644,0.0007362309084816094,-0.22398919753086421,0.0004070041947621156,0.004601697530864198,0.2140207040447419,0.9858713512810078,9.0,0.005089429084423,"2D, 6x6x1 spins"
44,0.048479299812857146,0.000585017451756592,-0.2034141975308642,0.0004031194601030482,0.0031935185185185183,0.20799636204668834,0.9890046043857827,10.0,0.004326248662465705,"2D, 6x6x1 spins"
45,0.02399832279527714,0.00025274411387830447,-0.13517654320987654,0.000397448751371826,0.0017100308641975308,0.19329887235142115,0.9972084481766815,15.0,0.002490963603488734,"2D, 6x6x1 spins"
46,0.028520641798479796,0.00014258911822678515,-0.10200586419753087,0.000398036171316641,0.0024121913580246912,0.1857016019531573,1.0,20.0,0.0017242542483984437,"2D, 6x6x1 spins"
0,0.6666666666666667,0.0,-1.5,0.0,0.25,0.0,3.02317709141822,0.2,0.0,"2D, 8x8x1 spins"
1,0.6666666666666667,0.0,-2.0,0.0,1.0,0.0,0.017562422899546317,0.30000000000000004,0.0,"2D, 8x8x1 spins"
2,0.6666666666666667,0.0,-2.0,0.0,1.0,0.0,0.017562422899545033,0.4000000000000001,0.0,"2D, 8x8x1 spins"
3,0.6666666666666667,0.0,-2.0,0.0,1.0,0.0,0.017562422899545675,0.5000000000000001,0.0,"2D, 8x8x1 spins"
4,0.6666666666666667,0.0,-2.0,0.0,1.0,0.0,0.017562422899545033,0.6000000000000001,0.0,"2D, 8x8x1 spins"
5,0.6666658317555569,2.093758400119079e-05,-1.9999181640625,4.0037935509156284e-06,0.9999794921875,0.0008040846260664753,0.017745141460923482,0.7000000000000002,9.236458369663762e-07,"2D, 8x8x1 spins"
6,0.6666640769527011,5.0098189353942886e-05,-1.99974296875,7.078012972048447e-06,0.9999357421875,0.0014156014884697304,0.018083650490205543,0.8000000000000003,2.504909467697144e-06,"2D, 8x8x1 spins"
7,0.6666503912500843,0.000231756260200783,-1.9985310546875,1.7126499208080725e-05,0.9996248046875,0.0035569927224381585,0.02014776027737088,0.9000000000000001,1.4057996919420024e-05,"2D, 8x8x1 spins"
8,0.6666364600571852,0.0003515745506286621,-1.997224609375,2.343791999506209e-05,0.99929267578125,0.004840302207236879,0.022137273682770756,1.0000000000000002,2.3428525457382192e-05,"2D, 8x8x1 spins"
9,0.6666068600156021,0.0005665459138775659,-1.99459111328125,3.272808491283225e-05,0.99861923828125,0.006814425330418337,0.025763908539485753,1.1000000000000003,4.221490234895185e-05,"2D, 8x8x1 spins"
10,0.6665363675484093,0.000995761335558361,-1.9889873046875,4.733356637456372e-05,0.99714501953125,0.01005282505573339,0.032807298614135644,1.2000000000000004,8.42160763343175e-05,"2D, 8x8x1 spins"
11,0.6663835209403444,0.001608899805187473,-1.98046572265625,6.518057752403266e-05,0.994763037109375,0.014964722953036013,0.0426582955187934,1.3000000000000003,0.00017226379466240218,"2D, 8x8x1 spins"
12,0.6661789022289992,0.0023918210460896383,-1.966577734375,8.558600001697026e-05,0.99099560546875,0.019495748490471455,0.05752026143018511,1.4000000000000004,0.0002714887208598,"2D, 8x8x1 spins"
13,0.6658271776979956,0.0030861158719846914,-1.95089228515625,0.00010416161992314383,0.98633623046875,0.02578903785498689,0.07314526796014184,1.5000000000000004,0.00044338298232396444,"2D, 8x8x1 spins"
14,0.664930073085287,0.004534806760534643,-1.9249080078125,0.00013468205294219832,0.97802568359375,0.038874860574527464,0.09735587275206357,1.6000000000000003,0.0009445342404305935,"2D, 8x8x1 spins"
15,0.6639596312625671,0.005802325978892895,-1.89582255859375,0.00016186775215516248,0.9686482421875,0.046902713389283604,0.12281041871800676,1.7000000000000004,0.00129403795486899,"2D, 8x8x1 spins"
16,0.6629724640091968,0.006998346260962661,-1.85714306640625,0.00018822641500124894,0.95682587890625,0.054008138801894576,0.15472373415436821,1.8000000000000005,0.0016204883649137277,"2D, 8x8x1 spins"
17,0.6603343575386238,0.008393014643109068,-1.81211396484375,0.0002175819895879265,0.93959580078125,0.07211474334664515,0.18986467971338092,1.9000000000000006,0.0027371243199749997,"2D, 8x8x1 spins"
18,0.6528358414599726,0.012085637680053694,-1.7374453125,0.000274836958075739,0.642997216796875,0.6488170764257729,0.2451441492318204,2.000000000000001,0.21048179933084357,"2D, 8x8x1 spins"
19,0.6464825090438484,0.013560614114339656,-1.66215751953125,0.0003056816197182601,0.5256865234375,0.711447714754306,0.29815974861009586,2.1000000000000005,0.24102754801386872,"2D, 8x8x1 spins"
20,0.6294848177936323,0.017144665987936906,-1.5694958984375,0.00036007879571342137,0.3507306640625,0.7671249959850016,0.36037128359933246,2.200000000000001,0.26749125430226744,"2D, 8x8x1 spins"
21,0.6007471096011612,0.019049267263077138,-1.4429525390625,0.00039680517353455377,0.14086552734375,0.7674018942146633,0.44155069532115454,2.3000000000000007,0.2560459422801101,"2D, 8x8x1 spins"
22,0.5732840827132195,0.017977112279938316,-1.3380365234375,0.000402236576311729,0.09589794921875,0.7187007035307256,0.5059891493632269,2.400000000000001,0.21522112552314987,"2D, 8x8x1 spins"
23,0.5200737888332092,0.017010735431249983,-1.21568125,0.0004075791000032142,0.123270654296875,0.6411386220553835,0.578068699067642,2.500000000000001,0.1644234930764303,"2D, 8x8x1 spins"
24,0.4754334164461923,0.014679031642123782,-1.11562265625,0.00039376073189396774,0.036222900390625,0.5900424646111666,0.6346998981989794,2.600000000000001,0.13390388847862295,"2D, 8x8x1 spins"
25,0.4069046635704454,0.012992244155507015,-1.028741796875,0.00038469470014313486,0.030574072265625,0.531950932900571,0.682015831271128,2.700000000000001,0.10480436852362508,"2D, 8x8x1 spins"
26,0.3566099748588467,0.010708077129422396,-0.954078515625,0.0003621797202978564,0.05522431640625,0.4827399826451702,0.7211983643913198,2.800000000000001,0.08322781815866398,"2D, 8x8x1 spins"
27,0.29329626702814526,0.009221908772109088,-0.8856375,0.0003481118129353157,0.038409521484375,0.43974854665126517,0.7558544745429745,2.9000000000000012,0.06668233940755167,"2D, 8x8x1 spins"
28,0.2902345403786608,0.0077036233657317614,-0.84822099609375,0.000329138835219935,0.03828642578125,0.4186507109624602,0.7741582427805838,3.000000000000001,0.05842280592979111,"2D, 8x8x1 spins"
29,0.24658892762580553,0.0065579613640147074,-0.79385166015625,0.0003138025533183243,0.02418662109375,0.38301631058803964,0.7998826548845671,3.100000000000001,0.047323062637572126,"2D, 8x8x1 spins"
30,0.20429748138641168,0.006163741059716783,-0.7654419921875,0.00031403823182733,0.00385556640625,0.3670336068308104,0.8128975172171502,3.200000000000001,0.04209802141976057,"2D, 8x8x1 spins"
31,0.17574896242557847,0.004981988973835608,-0.72148056640625,0.0002911559523500099,0.01920595703125,0.3350388875060201,0.8324168851751338,3.300000000000001,0.034015471557961086,"2D, 8x8x1 spins"
32,0.19173659217595607,0.004564638417514546,-0.6995759765625,0.0002871391827020109,0.0066794921875,0.33049724387256135,0.8418523133854684,3.4000000000000012,0.032126008296282135,"2D, 8x8x1 spins"
33,0.1393851192624782,0.004078660323648255,-0.662199609375,0.0002794069250017596,0.00555498046875,0.30204537276151117,0.8574853649466522,3.5000000000000013,0.026066116344754347,"2D, 8x8x1 spins"
34,0.13443065551135336,0.003597502555946508,-0.63086767578125,0.00026990654046414657,0.0113923828125,0.282911890107236,0.8702209688768854,3.6000000000000014,0.022233093767791322,"2D, 8x8x1 spins"
35,0.13139824898139507,0.0033818545627635746,-0.61868828125,0.00026896114178076786,0.005075732421875,0.2889773811576827,0.8750358866796717,3.7000000000000015,0.022569709951554752,"2D, 8x8x1 spins"
36,0.1320064692719609,0.0032119418537187414,-0.6015322265625,0.0002692016926176414,0.012117919921875,0.2815670341159438,0.8816373149386181,3.8000000000000016,0.02086315650022343,"2D, 8x8x1 spins"
37,0.09827837831507813,0.0029324275908535983,-0.5777369140625,0.0002639906880103877,0.005175146484375,0.2658630856705086,0.8905555410155134,3.9000000000000012,0.018123892390319016,"2D, 8x8x1 spins"
38,0.0776141758901695,0.002685184646775721,-0.5552291015625,0.00025909403902749713,0.00546796875,0.25633633858825977,0.8987775950171984,4.000000000000001,0.016427079620208736,"2D, 8x8x1 spins"
39,0.0278040026887586,0.0015457347793392175,-0.43261650390625,0.00024572415258221846,0.004516552734375,0.21304734107239806,0.9385784269997651,5.0,0.00907783390760374,"2D, 8x8x1 spins"
40,0.026552077201274615,0.0010011215100900327,-0.35024287109375,0.00023730396737496205,0.0017630859375,0.18918080795958825,0.9603657661188423,6.0,0.005964896350040435,"2D, 8x8x1 spins"
41,0.011184459912629174,0.0007105353260266053,-0.2930783203125,0.0002332390316812533,0.000977099609375,0.17752344674994985,0.9731291373217924,7.0,0.004502082020854612,"2D, 8x8x1 spins"
42,0.004245758578429792,0.0005290219532006978,-0.2543123046875,0.000230004952076861,0.000394482421875,0.16833330268342697,0.9806194326562403,8.0,0.00354201259903878,"2D, 8x8x1 spins"
43,-0.002328391436475563,0.0004054557104223746,-0.2251271484375,0.00022652939882255373,0.0015595703125,0.16120370123603917,0.9855901949008276,9.0,0.0028874036991331305,"2D, 8x8x1 spins"
44,0.028325194985750035,0.00033018792295751577,-0.20396123046875,0.00022713859992199405,0.00185654296875,0.1574284037143766,0.9888134356391508,10.0,0.002478370229605675,"2D, 8x8x1 spins"
45,0.023730991975124294,0.000138312959330919,-0.131887890625,0.00022051241630001857,0.000726318359375,0.14464283737377173,0.9974784231368911,15.0,0.0013947700269023584,"2D, 8x8x1 spins"
46,0.03378869129659601,7.944451823720934e-05,-0.1019251953125,0.00022282931019260998,0.00094423828125,0.1377764980646229,1.0,20.0,0.0009491181709475518,"2D, 8x8x1 spins"
0,0.6666666666666667,0.0,-2.0,0.0,1.0,0.0,-1.0939892024460212,0.2,0.0,"2D, 10x10x1 spins"
1,0.6666664461713634,2.666626666666669e-07,-1.5999994000000002,1.5491824940807984e-07,0.2000003,7.745908597446783e-05,1.3105061391065216,0.30000000000000004,1.999969999999999e-08,"2D, 10x10x1 spins"
2,-124.60054872159341,7.110705755999977e-05,-1.5997135199999999,3.373001717571539e-06,0.00026068,0.005397485149363536,1.3117090822765338,0.4000000000000001,7.283211484399976e-05,"2D, 10x10x1 spins"
3,0.6666666666666667,0.0,-2.0,0.0,1.0,0.0,0.01235361310700877,0.5000000000000001,0.0,"2D, 10x10x1 spins"
4,0.6666665464665289,4.087948444444438e-06,-1.9999816000000001,1.2131211446771958e-06,0.9999954,0.0003032801345291186,0.012402280019720794,0.6000000000000001,1.5329806666666705e-07,"2D, 10x10x1 spins"
5,0.666666396026862,6.762209645714272e-06,-1.99995856,1.8202983381539509e-06,0.99998964,0.00045507435700113853,0.012453722402894177,0.7000000000000002,2.9584667199999946e-07,"2D, 10x10x1 spins"
6,0.6666632099809398,6.509658951e-05,-1.99947944,6.454599828669395e-06,0.99986926,0.0016265629567895606,0.013379468895738461,0.8000000000000003,3.3071338154999964e-06,"2D, 10x10x1 spins"
7,0.666660216861171,9.500426643753074e-05,-1.99906184,8.772316271540414e-06,0.99976356,0.002222992606015593,0.014090717550897471,0.9000000000000001,5.490773473777776e-06,"2D, 10x10x1 spins"
8,0.6666457124056919,0.00023900581964159996,-1.99716328,1.545982078316753e-05,0.99927604,0.004010870468913202,0.016981929708662236,1.0000000000000002,1.6087081918400005e-05,"2D, 10x10x1 spins"
9,0.6666115900316503,0.00047003299718214843,-1.99347564,2.384828076258109e-05,0.99830652,0.0065390003432940725,0.022060245106492304,1.1000000000000003,3.887138680872726e-05,"2D, 10x10x1 spins"
10,0.6665760857580147,0.0006537388780877774,-1.98867244,3.0681996770603536e-05,0.9970430399999999,0.008339231832633026,0.028097355518202163,1.2000000000000004,5.79523229653333e-05,"2D, 10x10x1 spins"
11,0.66649559469941,0.0010388012284023667,-1.979982,4.189959226025752e-05,0.99473846,0.01144348709215858,0.03814355318738746,1.3000000000000003,0.0001007333821756923,"2D, 10x10x1 spins"
12,0.6663572508314328,0.001487787638021224,-1.96786528,5.4000617464879856e-05,0.9913467199999999,0.015380349321182525,0.051110030113422675,1.4000000000000004,0.00016896796088685694,"2D, 10x10x1 spins"
13,0.6661618064925632,0.0019259153558158217,-1.95156488,6.582791113121763e-05,0.98665508,0.01958447114919369,0.06734761775843887,1.5000000000000004,0.0002557010067957333,"2D, 10x10x1 spins"
14,0.6658268347752223,0.002529088958697499,-1.9294031200000001,8.046411752290464e-05,0.9800764399999999,0.02524050231129325,0.08799662814865783,1.6000000000000003,0.0003981768480789998,"2D, 10x10x1 spins"
15,0.6651576955399421,0.003409449556061452,-1.89784232,9.926388603281996e-05,0.96999216,0.03379385652059261,0.11561751267685862,1.7000000000000004,0.0006717792579614114,"2D, 10x10x1 spins"
