,B,C,E,E_se,M,M_se,S,T,X,type
0,0.6666666666666667,0.0,-1.0,0.0,1.0,0.0,0.1679194402090521,0.2,0.0,"1D, 6x1x1 spins"
1,0.6666666666666667,0.0,-1.0,0.0,1.0,0.0,0.16791944020905084,0.30000000000000004,0.0,"1D, 6x1x1 spins"
2,0.6666649519858509,4.6295524691358005e-05,-0.9999888888888888,1.111111111111111e-05,0.9999944444444444,0.0013608162946020014,0.16796619421500586,0.4000000000000001,4.629552469135801e-06,"1D, 6x1x1 spins"
3,0.6654542322258763,0.009899804444444443,-0.9962666666666666,0.0002031006466830257,0.5166333333333334,0.8536464262861476,0.18004876518245064,0.5000000000000001,1.457424442222222,"1D, 6x1x1 spins"
4,0.6626591675706992,0.02252213683127572,-0.9876999999999999,0.0003676072268588785,0.35552222222222224,0.9269425376066692,0.20270709229685718,0.6000000000000001,1.4320374467078185,"1D, 6x1x1 spins"
5,0.6583281905263683,0.03470327815570671,-0.9737,0.0005323671933156164,0.3327277777777778,0.9269312192144145,0.23396548484945115,0.7000000000000002,1.227430693077601,"1D, 6x1x1 spins"
6,0.6474863699475821,0.0540583333333333,-0.944,0.0007593627807265563,0.12175555555555556,0.9588755140048288,0.2913512563419543,0.8000000000000003,1.1493028141975303,"1D, 6x1x1 spins"
7,0.6328074502255561,0.07081457094955033,-0.9017777777777778,0.0009777589894053404,0.023133333333333336,0.9415501583775242,0.36326337026280825,0.9000000000000001,0.9850185563786008,"1D, 6x1x1 spins"
8,0.6091577618940821,0.08305777765432096,-0.8444555555555556,0.001176571020477778,0.03629444444444444,0.905067692560774,0.45055621631402865,1.0000000000000002,0.8191475281172838,"1D, 6x1x1 spins"
9,0.5891885069108589,0.08411707825732063,-0.7971777777777778,0.0013024551245033955,0.12087222222222221,0.8685103777534452,0.5156632947880858,1.1000000000000003,0.6857366147867563,"1D, 6x1x1 spins"
10,0.5772941587579815,0.07733319615912201,-0.7684444444444445,0.0013623610540576079,0.06328888888888888,0.8573484521447868,0.5517780320111472,1.2000000000000004,0.6125386403292178,"1D, 6x1x1 spins"
11,0.5429197302207389,0.07527994711081887,-0.7022444444444443,0.001456166376928367,0.06699444444444445,0.8130912002777646,0.6283056054941997,1.3000000000000003,0.5085517692070274,"1D, 6x1x1 spins"
12,0.5266390632470034,0.06871867416225746,-0.6714111111111111,0.0014982814944988446,0.05516666666666667,0.7944699898767825,0.6613013093826626,1.4000000000000004,0.4508446891534391,"1D, 6x1x1 spins"
13,0.4908641154455007,0.062024418710562385,-0.6131888888888889,0.0015251080183232542,0.016044444444444445,0.7555731096000025,0.719299176687818,1.5000000000000004,0.3805938159670781,"1D, 6x1x1 spins"
14,0.4779570881862377,0.055444209876543186,-0.5910222222222222,0.0015380699103259233,0.015466666666666665,0.7410963130290051,0.7399527588183222,1.6000000000000003,0.3432648407407407,"1D, 6x1x1 spins"
15,0.4539952889608525,0.051332355077107074,-0.5552222222222222,0.0015724343055831455,0.020527777777777777,0.7177710477625667,0.7712836397246866,1.7000000000000004,0.30305604529774866,"1D, 6x1x1 spins"
16,0.44233069209398046,0.045919999390336814,-0.5306222222222222,0.0015747130836334764,0.011999999999999999,0.7031177131309655,0.7915803787803302,1.8000000000000005,0.27465251028806587,"1D, 6x1x1 spins"
17,0.4171641394210862,0.04128434335351046,-0.5028222222222222,0.0015760655839193243,0.020622222222222222,0.6813091305406266,0.8132756436788448,1.9000000000000006,0.244306384925276,"1D, 6x1x1 spins"
18,0.3995735098294081,0.03798258268518515,-0.47376666666666667,0.0015912933050149453,0.00315,0.6641168486125849,0.8347863532906958,2.000000000000001,0.22052559430555543,"1D, 6x1x1 spins"
19,0.38080531729535294,0.03425283589485175,-0.4539666666666667,0.0015867026812528288,0.02963888888888889,0.6478920657470847,0.8487289703644298,2.1000000000000005,0.19988768040858312,"1D, 6x1x1 spins"
20,0.3742410282514146,0.03167216365676969,-0.4373777777777778,0.0015984149806877223,0.003016666666666667,0.6406884113693355,0.8598664858682815,2.200000000000001,0.18658256384680127,"1D, 6x1x1 spins"
21,0.35911397049847693,0.02891484982146605,-0.41933333333333334,0.001596674173211152,0.030283333333333332,0.6269735901018361,0.8714422603070348,2.3000000000000007,0.17091125334138482,"1D, 6x1x1 spins"
22,0.3447280795187665,0.02670411308299038,-0.40255555555555556,0.00160113634124647,0.00023333333333333333,0.6162851231069617,0.8817470174579899,2.400000000000001,0.15825306373456785,"1D, 6x1x1 spins"
23,0.33248574204953574,0.024680606637037014,-0.38630000000000003,0.0016034149100220187,0.016733333333333333,0.605509882477386,0.8913231729576386,2.500000000000001,0.14665688711111105,"1D, 6x1x1 spins"
24,0.32097674460260817,0.022717464752721146,-0.36944444444444446,0.0015998573961038057,0.006288888888888889,0.5945316284975516,0.9008630863959682,2.600000000000001,0.1359491758784425,"1D, 6x1x1 spins"
25,0.3158590716235311,0.021005476790462142,-0.36167777777777776,0.0015975631339138366,0.02033888888888889,0.5892424797730861,0.9050928682240637,2.700000000000001,0.1285950740626428,"1D, 6x1x1 spins"
26,0.315031007674223,0.02017946773431593,-0.34990000000000004,0.0016238311892187156,6.111111111111111e-05,0.5874505463556743,0.9112737266076488,2.800000000000001,0.12324933729056431,"1D, 6x1x1 spins"
27,0.29463980010457624,0.018506396030592606,-0.3357111111111111,0.0016105971182574974,0.0056277777777777776,0.5738045498692191,0.9184584782039313,2.9000000000000012,0.1135350556726266,"1D, 6x1x1 spins"
